user_id,demographic_group,internet_access_quality,device_type,network_latency,device_age,software_update_frequency,access_requests_per_day,security_outcome
user_421,Group B,Public Wi-Fi,Shared/Public,122,70,83,9,1
user_422,Group A,Standard Home,Modern Personal,81,17,9,6,0
user_423,Group B,Public Wi-Fi,Shared/Public,226,78,44,7,0
user_424,Group B,Public Wi-Fi,Older Personal,442,55,23,5,1
user_425,Group B,Public Wi-Fi,Shared/Public,240,82,16,7,1
user_426,Group A,High-Speed Home,Modern Personal,27,9,8,8,0
user_427,Group B,Public Wi-Fi,Shared/Public,194,105,55,10,1
user_428,Group A,Standard Home,Older Personal,49,63,20,5,1
user_429,Group A,High-Speed Home,Modern Personal,35,4,8,3,0
user_430,Group A,High-Speed Home,Older Personal,26,37,32,4,1
user_431,Group A,High-Speed Home,Modern Personal,41,19,6,6,0
user_432,Group B,Mobile Hotspot,Older Personal,99,58,29,7,1
user_433,Group A,Mobile Hotspot,Modern Personal,162,16,2,3,1
user_434,Group A,Standard Home,Older Personal,78,66,20,8,1
user_435,Group A,High-Speed Home,Older Personal,36,30,22,5,0
user_436,Group A,High-Speed Home,Older Personal,30,37,8,6,0
user_437,Group A,High-Speed Home,Modern Personal,11,19,6,9,0
user_438,Group B,Mobile Hotspot,Older Personal,253,49,22,9,1
user_439,Group A,High-Speed Home,Modern Personal,31,7,4,1,0
user_440,Group B,Public Wi-Fi,Shared/Public,90,88,59,8,1
user_441,Group A,High-Speed Home,Older Personal,28,28,16,4,0
user_442,Group B,Mobile Hotspot,Older Personal,61,54,10,6,1
user_443,Group B,Public Wi-Fi,Older Personal,424,39,26,5,1
user_444,Group A,Standard Home,Modern Personal,65,1,5,4,0
user_445,Group B,Public Wi-Fi,Older Personal,283,44,13,7,0
user_446,Group B,Public Wi-Fi,Older Personal,477,68,27,11,1
user_447,Group B,Public Wi-Fi,Shared/Public,274,75,46,4,1
user_448,Group B,Mobile Hotspot,Shared/Public,139,79,66,6,1
user_449,Group B,Public Wi-Fi,Shared/Public,263,119,31,8,1
user_450,Group A,High-Speed Home,Modern Personal,40,16,1,8,0
user_451,Group A,Standard Home,Modern Personal,67,12,5,5,0
user_452,Group B,Mobile Hotspot,Shared/Public,130,108,58,8,1
user_453,Group A,High-Speed Home,Older Personal,33,62,5,4,1
user_454,Group A,Standard Home,Modern Personal,69,17,3,2,0
user_455,Group A,Standard Home,Modern Personal,67,13,7,7,0
user_456,Group B,Public Wi-Fi,Shared/Public,289,96,14,10,1
user_457,Group A,Standard Home,Older Personal,54,32,14,4,0
user_458,Group A,High-Speed Home,Older Personal,49,51,11,4,1
user_459,Group A,Standard Home,Modern Personal,68,16,1,7,0
user_460,Group A,Standard Home,Modern Personal,83,15,3,7,0
user_461,Group A,Standard Home,Older Personal,124,68,10,4,1
user_462,Group A,Mobile Hotspot,Older Personal,89,64,30,5,1
user_463,Group A,High-Speed Home,Shared/Public,21,112,37,4,1
user_464,Group B,Mobile Hotspot,Shared/Public,163,95,46,11,1
user_465,Group A,Standard Home,Modern Personal,49,11,8,7,0
user_466,Group B,Mobile Hotspot,Shared/Public,244,94,20,8,1
user_467,Group B,Public Wi-Fi,Shared/Public,171,78,59,5,1
user_468,Group A,Standard Home,Modern Personal,72,5,7,8,0
user_469,Group A,High-Speed Home,Older Personal,27,54,18,6,1
user_470,Group A,High-Speed Home,Modern Personal,34,4,7,4,0
user_471,Group B,Mobile Hotspot,Shared/Public,140,88,37,9,1
user_472,Group A,Standard Home,Modern Personal,18,3,5,4,0
user_473,Group A,Standard Home,Modern Personal,69,14,8,3,0
user_474,Group A,Standard Home,Modern Personal,55,19,1,5,0
user_475,Group B,Public Wi-Fi,Shared/Public,307,108,28,2,1
user_476,Group B,Mobile Hotspot,Shared/Public,115,75,38,9,1
user_477,Group A,High-Speed Home,Modern Personal,32,9,9,8,0
user_478,Group B,Mobile Hotspot,Shared/Public,190,109,55,4,1
user_479,Group A,High-Speed Home,Older Personal,43,55,27,7,1
user_480,Group A,High-Speed Home,Modern Personal,21,22,5,7,0
user_481,Group A,Standard Home,Modern Personal,67,20,6,7,0
user_482,Group A,High-Speed Home,Modern Personal,35,6,3,4,0
user_483,Group A,Standard Home,Older Personal,119,52,26,9,1
user_484,Group A,Standard Home,Modern Personal,69,2,2,8,0
user_485,Group A,Standard Home,Modern Personal,86,23,11,4,0
user_486,Group A,High-Speed Home,Modern Personal,28,4,7,7,0
user_487,Group A,High-Speed Home,Modern Personal,39,2,4,7,0
user_488,Group A,High-Speed Home,Modern Personal,31,1,3,6,0
user_489,Group A,Mobile Hotspot,Older Personal,212,34,9,8,1
user_490,Group A,High-Speed Home,Modern Personal,20,11,7,5,0
user_491,Group A,Standard Home,Modern Personal,73,13,13,3,0
user_492,Group A,Standard Home,Modern Personal,107,5,1,8,1
user_493,Group B,Mobile Hotspot,Older Personal,119,54,20,7,1
user_494,Group A,High-Speed Home,Modern Personal,42,3,6,3,0
user_495,Group A,Standard Home,Shared/Public,88,96,40,3,1
user_496,Group B,Public Wi-Fi,Shared/Public,240,80,42,4,1
user_497,Group A,Standard Home,Modern Personal,66,15,3,1,0
user_498,Group B,Public Wi-Fi,Shared/Public,289,98,28,9,1
user_499,Group A,High-Speed Home,Modern Personal,9,5,6,6,0
user_500,Group A,Standard Home,Modern Personal,58,16,8,3,0
user_501,Group B,Mobile Hotspot,Shared/Public,154,74,40,2,1
user_502,Group A,Standard Home,Older Personal,57,52,18,4,1
user_503,Group B,Public Wi-Fi,Shared/Public,164,80,38,10,1
user_504,Group A,High-Speed Home,Modern Personal,18,8,5,9,0
user_505,Group A,High-Speed Home,Modern Personal,23,19,15,4,0
user_506,Group A,Standard Home,Modern Personal,86,3,7,3,0
user_507,Group A,Standard Home,Modern Personal,117,13,8,7,1
user_508,Group B,Public Wi-Fi,Shared/Public,280,61,50,3,1
user_509,Group A,Standard Home,Older Personal,42,34,25,5,0
user_510,Group B,Mobile Hotspot,Shared/Public,120,110,57,6,1
user_511,Group A,High-Speed Home,Modern Personal,38,19,8,6,0
user_512,Group B,Mobile Hotspot,Shared/Public,98,66,47,6,1
user_513,Group A,Public Wi-Fi,Modern Personal,379,15,4,6,1
user_514,Group A,High-Speed Home,Older Personal,30,45,16,2,0
user_515,Group A,High-Speed Home,Modern Personal,29,2,5,3,0
user_516,Group A,Standard Home,Older Personal,43,62,17,7,1
user_517,Group A,High-Speed Home,Older Personal,30,56,20,10,0
user_518,Group B,Public Wi-Fi,Shared/Public,393,79,34,8,1
user_519,Group A,Standard Home,Modern Personal,69,23,10,7,0
user_520,Group A,High-Speed Home,Modern Personal,16,1,9,6,1
user_521,Group A,Standard Home,Modern Personal,66,11,4,5,0
user_522,Group A,High-Speed Home,Older Personal,26,60,8,4,1
user_523,Group A,High-Speed Home,Modern Personal,39,22,6,8,0
user_524,Group A,Standard Home,Older Personal,79,61,17,4,1
user_525,Group A,High-Speed Home,Modern Personal,40,19,5,4,0
user_526,Group B,Public Wi-Fi,Older Personal,148,37,10,2,1
user_527,Group A,High-Speed Home,Shared/Public,31,108,44,4,1
user_528,Group B,Mobile Hotspot,Older Personal,148,26,27,8,1
user_529,Group A,High-Speed Home,Modern Personal,35,13,4,5,0
user_530,Group A,High-Speed Home,Modern Personal,29,19,5,5,0
user_531,Group B,Standard Home,Older Personal,38,32,11,4,1
user_532,Group A,Public Wi-Fi,Older Personal,309,47,19,3,1
user_533,Group A,High-Speed Home,Modern Personal,35,16,8,4,0
user_534,Group B,Mobile Hotspot,Older Personal,168,66,14,9,1
user_535,Group A,High-Speed Home,Modern Personal,35,8,5,9,0
user_536,Group A,High-Speed Home,Modern Personal,32,21,6,2,0
user_537,Group B,Public Wi-Fi,Older Personal,261,52,11,9,1
user_538,Group B,Public Wi-Fi,Older Personal,207,38,25,9,1
user_539,Group B,Public Wi-Fi,Older Personal,293,41,25,5,0
user_540,Group A,Standard Home,Older Personal,84,63,16,6,0
user_541,Group B,Public Wi-Fi,Older Personal,298,32,25,7,1
user_542,Group B,Public Wi-Fi,Shared/Public,278,117,48,4,1
user_543,Group A,Standard Home,Older Personal,59,54,12,4,1
user_544,Group A,Mobile Hotspot,Modern Personal,140,6,9,1,1
user_545,Group B,Public Wi-Fi,Older Personal,243,53,18,5,1
user_546,Group A,High-Speed Home,Modern Personal,5,10,6,7,0
user_547,Group A,High-Speed Home,Older Personal,34,62,16,4,1
user_548,Group A,High-Speed Home,Older Personal,31,36,24,5,0
user_549,Group B,Mobile Hotspot,Shared/Public,187,86,30,2,1
user_550,Group B,Public Wi-Fi,Shared/Public,169,79,26,11,1
user_551,Group B,Standard Home,Shared/Public,76,69,34,11,1
user_552,Group B,Mobile Hotspot,Older Personal,212,39,10,6,1
user_553,Group B,Standard Home,Older Personal,47,60,30,9,1
user_554,Group A,High-Speed Home,Shared/Public,36,60,17,3,1
user_555,Group A,High-Speed Home,Modern Personal,14,6,3,3,0
user_556,Group A,High-Speed Home,Modern Personal,32,4,9,5,0
user_557,Group A,High-Speed Home,Modern Personal,17,16,2,3,0
user_558,Group A,Mobile Hotspot,Modern Personal,61,1,7,2,0
user_559,Group B,Mobile Hotspot,Shared/Public,174,85,55,9,1
user_560,Group A,High-Speed Home,Modern Personal,15,22,11,4,0
user_561,Group A,Standard Home,Older Personal,69,42,6,8,0
user_562,Group B,Mobile Hotspot,Older Personal,76,54,26,8,1
user_563,Group A,High-Speed Home,Modern Personal,31,5,7,5,0
user_564,Group A,High-Speed Home,Modern Personal,24,3,10,3,0
user_565,Group A,High-Speed Home,Modern Personal,18,3,7,6,0
user_566,Group B,Public Wi-Fi,Older Personal,329,43,16,7,1
user_567,Group A,Standard Home,Modern Personal,88,3,5,6,0
user_568,Group A,High-Speed Home,Modern Personal,38,20,6,1,0
user_569,Group A,High-Speed Home,Modern Personal,39,22,7,3,0
user_570,Group A,High-Speed Home,Older Personal,32,41,21,3,0
user_571,Group B,Public Wi-Fi,Shared/Public,249,78,59,8,1
user_572,Group A,Standard Home,Older Personal,82,59,24,8,1
user_573,Group A,High-Speed Home,Modern Personal,40,13,6,7,0
user_574,Group B,Mobile Hotspot,Older Personal,151,67,11,3,1
user_575,Group A,High-Speed Home,Older Personal,29,53,18,4,1
user_576,Group A,High-Speed Home,Modern Personal,37,17,8,4,0
user_577,Group A,High-Speed Home,Modern Personal,33,13,7,1,0
user_578,Group A,High-Speed Home,Modern Personal,19,20,10,3,0
user_579,Group A,High-Speed Home,Shared/Public,29,71,48,4,1
user_580,Group A,High-Speed Home,Modern Personal,29,10,5,1,0
user_581,Group A,High-Speed Home,Older Personal,30,38,10,5,0
user_582,Group A,Standard Home,Shared/Public,48,65,51,5,1
user_583,Group A,High-Speed Home,Modern Personal,9,1,8,13,1
user_584,Group B,Public Wi-Fi,Shared/Public,263,85,52,10,0
user_585,Group A,Standard Home,Shared/Public,98,114,46,8,1
user_586,Group B,Mobile Hotspot,Older Personal,121,67,28,4,1
user_587,Group A,High-Speed Home,Modern Personal,12,21,1,3,0
user_588,Group A,Public Wi-Fi,Modern Personal,337,14,7,7,1
user_589,Group B,Public Wi-Fi,Shared/Public,344,101,32,12,1
user_590,Group A,High-Speed Home,Modern Personal,28,16,12,4,0
user_591,Group B,Mobile Hotspot,Shared/Public,139,105,27,5,1
user_592,Group A,High-Speed Home,Older Personal,24,59,15,3,1
user_593,Group A,High-Speed Home,Older Personal,37,67,29,4,1
user_594,Group B,Mobile Hotspot,Older Personal,169,42,26,8,1
user_595,Group A,Standard Home,Modern Personal,88,9,1,3,0
user_596,Group A,Standard Home,Older Personal,138,40,28,5,1
user_597,Group A,Standard Home,Modern Personal,39,17,10,6,0
user_598,Group B,Mobile Hotspot,Shared/Public,110,88,57,6,1
user_599,Group A,Mobile Hotspot,Modern Personal,64,12,6,5,0
user_600,Group A,Standard Home,Modern Personal,58,8,9,5,0
user_601,Group B,Public Wi-Fi,Shared/Public,157,114,33,13,1
user_602,Group A,High-Speed Home,Modern Personal,23,22,11,5,0
user_603,Group A,High-Speed Home,Modern Personal,43,14,10,4,0
user_604,Group A,High-Speed Home,Older Personal,19,25,9,3,0
user_605,Group A,Standard Home,Older Personal,81,48,21,4,1
user_606,Group A,High-Speed Home,Modern Personal,30,7,8,6,0
user_607,Group B,Mobile Hotspot,Modern Personal,125,1,7,11,1
user_608,Group A,High-Speed Home,Modern Personal,30,4,3,1,0
user_609,Group A,Standard Home,Older Personal,59,51,8,2,1
user_610,Group A,High-Speed Home,Modern Personal,30,14,5,4,0
user_611,Group A,High-Speed Home,Modern Personal,16,14,4,7,0
user_612,Group A,High-Speed Home,Modern Personal,29,9,4,4,0
user_613,Group A,High-Speed Home,Modern Personal,19,22,8,3,0
user_614,Group B,Public Wi-Fi,Older Personal,187,63,21,5,1
user_615,Group A,High-Speed Home,Older Personal,36,65,22,7,0
user_616,Group B,Public Wi-Fi,Shared/Public,312,94,40,5,1
user_617,Group A,High-Speed Home,Modern Personal,19,8,5,5,0
user_618,Group A,Standard Home,Shared/Public,89,86,34,5,1
user_619,Group A,Mobile Hotspot,Modern Personal,139,23,12,4,1
user_620,Group A,High-Speed Home,Older Personal,32,38,16,4,0
user_621,Group A,Public Wi-Fi,Modern Personal,437,16,10,1,1
user_622,Group A,Standard Home,Modern Personal,53,20,5,11,1
user_623,Group A,High-Speed Home,Modern Personal,33,17,3,3,0
user_624,Group B,Public Wi-Fi,Shared/Public,352,81,56,6,1
user_625,Group A,High-Speed Home,Modern Personal,23,15,9,3,0
user_626,Group A,High-Speed Home,Older Personal,33,47,10,1,0
user_627,Group A,High-Speed Home,Modern Personal,30,1,2,5,0
user_628,Group A,Standard Home,Older Personal,57,44,11,2,0
user_629,Group A,High-Speed Home,Modern Personal,33,3,8,4,0
user_630,Group A,Standard Home,Older Personal,52,57,17,6,1
user_631,Group A,Standard Home,Older Personal,34,25,20,5,0
user_632,Group B,Public Wi-Fi,Older Personal,378,34,17,3,1
user_633,Group B,Mobile Hotspot,Shared/Public,122,74,68,4,1
user_634,Group A,High-Speed Home,Older Personal,24,54,23,6,1
user_635,Group A,Mobile Hotspot,Modern Personal,177,13,7,5,1
user_636,Group A,Standard Home,Modern Personal,106,17,8,7,1
user_637,Group B,Mobile Hotspot,Shared/Public,114,97,39,7,1
user_638,Group A,High-Speed Home,Older Personal,15,58,23,5,1
user_639,Group A,High-Speed Home,Older Personal,39,33,20,3,0
user_640,Group A,High-Speed Home,Older Personal,40,32,11,4,0
user_641,Group B,Mobile Hotspot,Older Personal,206,31,20,3,1
user_642,Group A,High-Speed Home,Older Personal,33,30,12,3,0
user_643,Group A,High-Speed Home,Modern Personal,42,1,8,5,0
user_644,Group A,Standard Home,Modern Personal,53,15,7,6,0
user_645,Group B,Public Wi-Fi,Shared/Public,272,112,46,5,1
user_646,Group A,High-Speed Home,Modern Personal,17,7,7,5,0
user_647,Group B,Public Wi-Fi,Older Personal,182,52,27,7,1
user_648,Group B,Public Wi-Fi,Shared/Public,251,61,61,7,1
user_649,Group B,Public Wi-Fi,Shared/Public,176,95,31,7,1
user_650,Group A,High-Speed Home,Modern Personal,16,17,5,3,0
user_651,Group A,High-Speed Home,Older Personal,13,37,14,3,0
user_652,Group B,Public Wi-Fi,Shared/Public,184,88,61,6,1
user_653,Group A,High-Speed Home,Modern Personal,33,7,7,5,0
user_654,Group B,Public Wi-Fi,Older Personal,219,40,21,1,1
user_655,Group A,Standard Home,Modern Personal,83,2,6,4,0
user_656,Group B,Public Wi-Fi,Shared/Public,339,81,33,12,1
user_657,Group A,Standard Home,Modern Personal,75,2,11,2,0
user_658,Group B,Public Wi-Fi,Modern Personal,258,21,7,8,1
user_659,Group A,High-Speed Home,Modern Personal,37,5,9,2,0
user_660,Group A,High-Speed Home,Modern Personal,44,18,14,7,0
user_661,Group B,Mobile Hotspot,Older Personal,130,46,16,11,1
user_662,Group A,Standard Home,Modern Personal,72,21,11,4,0
user_663,Group A,High-Speed Home,Modern Personal,18,2,6,9,0
user_664,Group A,Standard Home,Modern Personal,45,5,7,3,0
user_665,Group A,High-Speed Home,Older Personal,35,69,21,2,1
user_666,Group A,Public Wi-Fi,Modern Personal,236,10,3,1,1
user_667,Group A,Standard Home,Modern Personal,53,23,5,5,0
user_668,Group B,Public Wi-Fi,Older Personal,292,58,27,6,1
user_669,Group A,Standard Home,Modern Personal,67,2,8,8,0
user_670,Group A,Standard Home,Modern Personal,42,7,6,2,0
user_671,Group A,Standard Home,Older Personal,74,63,33,4,1
user_672,Group A,Standard Home,Older Personal,72,56,23,3,1
user_673,Group A,Standard Home,Older Personal,26,46,10,1,0
user_674,Group A,Standard Home,Modern Personal,94,1,9,8,0
user_675,Group A,High-Speed Home,Modern Personal,26,19,8,6,0
user_676,Group A,High-Speed Home,Shared/Public,18,71,56,5,1
user_677,Group A,Standard Home,Modern Personal,111,9,5,4,1
user_678,Group B,Mobile Hotspot,Older Personal,45,57,10,4,1
user_679,Group B,Mobile Hotspot,Older Personal,195,67,15,7,1
user_680,Group A,Standard Home,Older Personal,84,32,22,3,0
user_681,Group A,Standard Home,Modern Personal,41,22,9,1,0
user_682,Group B,Public Wi-Fi,Shared/Public,192,85,60,6,1
user_683,Group A,High-Speed Home,Modern Personal,26,1,11,6,0
user_684,Group B,Public Wi-Fi,Older Personal,233,29,9,7,1
user_685,Group B,Mobile Hotspot,Shared/Public,203,92,41,5,1
user_686,Group A,Standard Home,Shared/Public,101,113,60,4,1
user_687,Group A,High-Speed Home,Older Personal,13,31,12,7,0
user_688,Group A,High-Speed Home,Modern Personal,34,23,7,4,0
user_689,Group A,Standard Home,Modern Personal,87,13,4,5,0
user_690,Group A,Mobile Hotspot,Older Personal,94,34,23,4,0
user_691,Group A,Standard Home,Older Personal,76,30,18,10,0
user_692,Group A,High-Speed Home,Modern Personal,44,3,2,5,0
user_693,Group A,Standard Home,Modern Personal,56,21,3,4,0
user_694,Group A,Standard Home,Older Personal,114,56,21,10,1
user_695,Group A,Standard Home,Modern Personal,54,17,10,5,0
user_696,Group A,High-Speed Home,Shared/Public,38,68,44,5,1
user_697,Group A,High-Speed Home,Older Personal,31,57,26,5,1
user_698,Group B,Public Wi-Fi,Older Personal,222,67,24,9,1
user_699,Group B,Mobile Hotspot,Shared/Public,128,119,56,7,1
user_700,Group B,Public Wi-Fi,Shared/Public,423,86,32,6,1
user_701,Group A,Mobile Hotspot,Modern Personal,157,20,11,1,1
user_702,Group A,Standard Home,Modern Personal,38,13,7,4,0
user_703,Group A,Standard Home,Older Personal,51,42,17,6,0
user_704,Group A,Standard Home,Modern Personal,93,1,6,3,0
user_705,Group A,Mobile Hotspot,Modern Personal,157,1,10,5,1
user_706,Group A,High-Speed Home,Older Personal,37,32,11,4,0
user_707,Group B,Mobile Hotspot,Shared/Public,98,114,32,3,1
user_708,Group A,High-Speed Home,Modern Personal,17,1,10,4,0
user_709,Group A,High-Speed Home,Modern Personal,15,7,9,8,0
user_710,Group A,Standard Home,Modern Personal,104,21,5,6,1
user_711,Group A,High-Speed Home,Modern Personal,15,9,8,6,0
user_712,Group A,Standard Home,Modern Personal,69,1,2,3,0
user_713,Group B,Mobile Hotspot,Shared/Public,174,108,35,7,1
user_714,Group A,Public Wi-Fi,Modern Personal,297,9,8,4,1
user_715,Group A,Standard Home,Older Personal,86,70,26,3,1
user_716,Group B,Public Wi-Fi,Older Personal,304,55,15,4,1
user_717,Group A,Standard Home,Modern Personal,62,9,9,2,0
user_718,Group A,High-Speed Home,Modern Personal,35,11,9,3,0
user_719,Group B,Public Wi-Fi,Older Personal,233,43,30,4,1
user_720,Group A,Standard Home,Modern Personal,83,3,3,1,0
user_721,Group A,High-Speed Home,Older Personal,16,39,21,7,0
user_722,Group B,Public Wi-Fi,Older Personal,211,52,22,7,1
user_723,Group A,High-Speed Home,Older Personal,37,61,27,6,1
user_724,Group A,Standard Home,Modern Personal,60,2,9,5,0
user_725,Group B,Mobile Hotspot,Shared/Public,230,99,21,3,1
user_726,Group B,Mobile Hotspot,Shared/Public,161,103,43,7,1
user_727,Group A,Standard Home,Modern Personal,108,20,10,3,1
user_728,Group A,High-Speed Home,Modern Personal,28,8,5,3,0
user_729,Group A,High-Speed Home,Older Personal,31,51,24,2,1
user_730,Group A,Mobile Hotspot,Modern Personal,215,3,7,5,1
user_731,Group A,High-Speed Home,Older Personal,25,45,16,5,0
user_732,Group A,High-Speed Home,Modern Personal,16,18,4,7,0
user_733,Group B,Public Wi-Fi,Shared/Public,254,76,40,10,1
user_734,Group A,Standard Home,Modern Personal,77,10,4,8,0
user_735,Group B,Public Wi-Fi,Older Personal,289,25,21,9,1
user_736,Group A,Standard Home,Older Personal,75,70,26,2,1
user_737,Group A,High-Speed Home,Modern Personal,29,18,7,4,0
user_738,Group A,High-Speed Home,Modern Personal,44,15,6,4,0
user_739,Group A,High-Speed Home,Modern Personal,20,15,6,7,0
user_740,Group A,Standard Home,Modern Personal,65,3,10,1,0
user_741,Group B,Public Wi-Fi,Older Personal,316,33,27,5,1
user_742,Group A,Public Wi-Fi,Modern Personal,296,15,5,10,1
user_743,Group A,High-Speed Home,Modern Personal,28,18,5,7,0
user_744,Group A,High-Speed Home,Older Personal,31,52,25,7,1
user_745,Group A,High-Speed Home,Modern Personal,35,4,6,6,0
user_746,Group B,Mobile Hotspot,Shared/Public,136,68,52,15,1
user_747,Group B,Public Wi-Fi,Shared/Public,255,98,64,9,1
user_748,Group A,Public Wi-Fi,Modern Personal,322,16,7,1,1
user_749,Group B,Public Wi-Fi,Older Personal,293,65,16,13,1
user_750,Group B,Mobile Hotspot,Shared/Public,206,79,54,3,1
user_751,Group A,High-Speed Home,Modern Personal,43,19,9,5,0
user_752,Group A,High-Speed Home,Modern Personal,28,4,5,4,0
user_753,Group A,Mobile Hotspot,Modern Personal,158,12,10,4,1
user_754,Group A,High-Speed Home,Modern Personal,39,13,5,5,0
user_755,Group A,High-Speed Home,Modern Personal,28,21,6,1,0
user_756,Group A,High-Speed Home,Modern Personal,34,12,9,9,0
user_757,Group A,Mobile Hotspot,Modern Personal,78,21,8,6,0
user_758,Group A,Standard Home,Modern Personal,73,22,15,2,0
user_759,Group A,High-Speed Home,Modern Personal,33,18,4,8,1
user_760,Group A,High-Speed Home,Modern Personal,46,7,3,6,0
user_761,Group A,High-Speed Home,Older Personal,36,33,18,6,0
user_762,Group A,High-Speed Home,Older Personal,19,41,20,5,0
user_763,Group A,Standard Home,Older Personal,78,65,19,1,1
user_764,Group B,Mobile Hotspot,Shared/Public,194,60,33,8,1
user_765,Group B,High-Speed Home,Shared/Public,36,111,66,9,1
user_766,Group A,High-Speed Home,Older Personal,24,58,17,4,1
user_767,Group A,Public Wi-Fi,Older Personal,302,28,23,8,1
user_768,Group B,Public Wi-Fi,Older Personal,179,65,14,4,1
user_769,Group A,High-Speed Home,Modern Personal,35,13,4,3,0
user_770,Group A,High-Speed Home,Modern Personal,36,10,8,4,0
user_771,Group A,High-Speed Home,Modern Personal,34,18,5,7,0
user_772,Group A,High-Speed Home,Modern Personal,49,22,4,4,0
user_773,Group A,High-Speed Home,Modern Personal,36,12,6,3,0
user_774,Group A,High-Speed Home,Modern Personal,44,23,7,4,0
user_775,Group A,High-Speed Home,Modern Personal,44,11,9,7,0
user_776,Group A,Standard Home,Modern Personal,48,16,8,4,0
user_777,Group B,Mobile Hotspot,Older Personal,147,60,19,6,1
user_778,Group B,Public Wi-Fi,Shared/Public,198,100,44,6,1
user_779,Group A,Standard Home,Older Personal,65,37,14,5,0
user_780,Group A,High-Speed Home,Older Personal,20,68,17,7,1
user_781,Group A,High-Speed Home,Modern Personal,16,6,3,6,0
user_782,Group A,Standard Home,Modern Personal,26,12,5,5,0
user_783,Group B,Public Wi-Fi,Older Personal,333,71,10,8,1
user_784,Group B,Public Wi-Fi,Shared/Public,176,76,54,6,1
user_785,Group A,High-Speed Home,Older Personal,26,32,19,4,0
user_786,Group B,Mobile Hotspot,Older Personal,91,49,13,6,1
user_787,Group A,High-Speed Home,Modern Personal,43,6,14,5,0
user_788,Group B,Mobile Hotspot,Older Personal,137,34,22,9,1
user_789,Group B,Public Wi-Fi,Shared/Public,196,81,33,8,1
user_790,Group A,Standard Home,Modern Personal,38,21,9,4,0
user_791,Group A,Standard Home,Older Personal,73,31,23,6,0
user_792,Group A,Standard Home,Modern Personal,104,16,9,1,1
user_793,Group A,High-Speed Home,Modern Personal,29,14,4,9,1
user_794,Group B,Public Wi-Fi,Older Personal,281,50,19,8,1
user_795,Group A,High-Speed Home,Older Personal,37,33,14,6,0
user_796,Group A,High-Speed Home,Shared/Public,34,69,51,7,1
user_797,Group A,High-Speed Home,Modern Personal,17,1,2,6,0
user_798,Group A,High-Speed Home,Modern Personal,26,19,4,2,0
user_799,Group B,Public Wi-Fi,Shared/Public,217,60,40,8,1
user_800,Group A,Standard Home,Older Personal,68,59,25,5,1
user_801,Group A,Mobile Hotspot,Older Personal,151,26,20,4,1
user_802,Group A,High-Speed Home,Modern Personal,39,12,11,10,0
user_803,Group B,Standard Home,Shared/Public,95,114,48,4,1
user_804,Group A,Standard Home,Modern Personal,47,22,2,7,0
user_805,Group A,Standard Home,Modern Personal,50,2,10,3,0
user_806,Group A,High-Speed Home,Modern Personal,26,21,10,2,0
user_807,Group B,Public Wi-Fi,Shared/Public,274,112,54,12,1
user_808,Group A,High-Speed Home,Modern Personal,41,8,3,6,0
user_809,Group A,High-Speed Home,Older Personal,34,65,22,1,1
user_810,Group B,Standard Home,Older Personal,51,26,12,6,0
user_811,Group B,Mobile Hotspot,Older Personal,154,68,1,9,1
user_812,Group A,High-Speed Home,Modern Personal,34,1,6,2,0
user_813,Group A,High-Speed Home,Older Personal,22,46,17,2,0
user_814,Group A,Standard Home,Older Personal,64,31,18,5,0
user_815,Group A,High-Speed Home,Modern Personal,41,19,4,4,0
user_816,Group B,Mobile Hotspot,Shared/Public,80,69,48,2,1
user_817,Group A,High-Speed Home,Modern Personal,22,2,7,6,0
user_818,Group B,Public Wi-Fi,Shared/Public,184,113,21,10,1
user_819,Group A,High-Speed Home,Modern Personal,42,7,9,2,0
user_820,Group B,Public Wi-Fi,Older Personal,293,60,25,1,1
user_821,Group B,Mobile Hotspot,Older Personal,206,67,15,11,1
user_822,Group B,Public Wi-Fi,Shared/Public,165,62,39,8,1
user_823,Group A,High-Speed Home,Modern Personal,39,6,4,10,0
user_824,Group A,High-Speed Home,Modern Personal,45,1,2,4,0
user_825,Group B,Public Wi-Fi,Shared/Public,282,95,59,8,1
user_826,Group B,Public Wi-Fi,Older Personal,323,30,12,5,1
user_827,Group A,High-Speed Home,Modern Personal,36,10,11,8,0
user_828,Group A,High-Speed Home,Shared/Public,33,76,48,5,1
user_829,Group A,High-Speed Home,Older Personal,40,42,24,4,0
user_830,Group A,High-Speed Home,Older Personal,42,30,16,2,0
user_831,Group B,Public Wi-Fi,Older Personal,404,51,17,10,1
user_832,Group A,High-Speed Home,Modern Personal,15,2,7,8,0
user_833,Group A,High-Speed Home,Modern Personal,30,21,12,4,0
user_834,Group B,Public Wi-Fi,Shared/Public,288,74,27,8,0
user_835,Group A,High-Speed Home,Modern Personal,30,15,1,3,0
user_836,Group A,High-Speed Home,Modern Personal,33,9,6,3,0
user_837,Group A,High-Speed Home,Modern Personal,27,16,8,2,0
user_838,Group A,Standard Home,Older Personal,55,70,20,5,1
user_839,Group A,Public Wi-Fi,Modern Personal,319,19,8,6,1
user_840,Group A,High-Speed Home,Modern Personal,28,4,5,1,0
user_841,Group A,High-Speed Home,Modern Personal,29,11,8,4,0
user_842,Group A,High-Speed Home,Modern Personal,30,12,4,6,0
user_843,Group A,Standard Home,Modern Personal,55,14,4,6,0
user_844,Group A,High-Speed Home,Older Personal,25,37,5,3,0
